"x","y"
0.1675,0.0028524193727958
0.176,0.00347124246537743
0.1845,0.00421215708488751
0.193,0.00509650206232475
0.2015,0.00614876486906159
0.21,0.00739693161344564
0.2185,0.00887285445334137
0.227,0.0106126330470082
0.2355,0.012657005664272
0.2439,0.0150517444872805
0.2524,0.0178480484576853
0.2609,0.0211029257922978
0.2694,0.0248795570149308
0.2779,0.0292476280666794
0.2864,0.0342836217944535
0.2949,0.0400710549178918
0.3034,0.0467006464828694
0.3119,0.0542704028753483
0.3204,0.0628856037457974
0.3288,0.0726586727379296
0.3373,0.0837089167833682
0.3458,0.096162117972698
0.3543,0.110149962697277
0.3628,0.125809293924295
0.3713,0.143281174161755
0.3798,0.162709748922286
0.3883,0.18424090332453
0.3968,0.208020707882995
0.4052,0.234193653519118
0.4137,0.262900680346188
0.4222,0.294277009786247
0.4307,0.328449794993896
0.4392,0.365535610293761
0.4477,0.405637806267305
0.4562,0.448843763112156
0.4647,0.495222080786654
0.4732,0.544819750071917
0.4816,0.597659353850492
0.4901,0.653736352425113
0.4986,0.713016510393206
0.5071,0.775433525267924
0.5156,0.840886919522229
0.5241,0.90924025787548
0.5326,0.980319750314566
0.5411,1.0539132984492
0.5496,1.12977003828677
0.5581,1.20760042636364
0.5665,1.28707690842241
0.575,1.36783520056246
0.5835,1.44947620215319
0.592,1.53156854797034
0.6005,1.61365179423441
0.609,1.69524021977334
0.6175,1.77582720971751
0.626,1.85489017531018
0.6345,1.93189594994546
0.6429,2.00630658880622
0.6514,2.07758548783647
0.6599,2.14520372760683
0.6684,2.20864653924736
0.6769,2.26741978332227
0.6854,2.32105632854872
0.6939,2.36912221579998
0.7024,2.4112224939981
0.7109,2.44700661833584
0.7194,2.47617330773886
0.7278,2.49847476747627
0.7363,2.51372019416461
0.7448,2.52177849382961
0.7533,2.52258015887177
0.7618,2.51611826634832
0.7703,2.5024485775185
0.7788,2.48168873664989
0.7873,2.45401658518718
0.7958,2.41966762507144
0.8042,2.37893168181623
0.8127,2.33214883346709
0.8212,2.27970468540897
0.8297,2.22202508280682
0.8382,2.15957036199586
0.8467,2.09282924917886
0.8552,2.02231251920907
0.8637,1.94854652899016
0.8722,1.87206673913423
0.8806,1.79341133408677
0.8891,1.71311504512189
0.8976,1.63170327266308
0.9061,1.54968659457658
0.9146,1.46755573573887
0.9231,1.38577706165137
0.9316,1.30478864553345
0.9401,1.22499694454587
0.9486,1.14677410694959
0.9571,1.07045591844118
0.9655,0.996340382949839
0.974,0.924686921120592
0.9825,0.855716158789488
0.991,0.789610268177589
0.9995,0.726513816440143
